;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;31;6;281.451612903
1;2;Champagne;11;1;77.2727272727
2;3;Picardie;6;3;300.0
3;4;Haute-Normandie;0;0;
4;5;Centre;0;2;
5;6;Basse-Normandie;0;0;
6;7;Bourgogne;0;0;
7;8;Nord;14;4;234.285714286
8;9;Lorraine;0;1;
9;10;Alsace;6;2;250.0
10;11;Franche Comté;15;4;177.333333333
11;12;Pays de la Loire;0;1;
12;13;Bretagne;57;4;233.333333333
13;14;Poitou Charentes;1;1;500.0
14;15;Aquitaine;13;3;203.846153846
15;16;Midi-Pyrénées;20;2;106.5
16;17;limousin;0;0;
17;18;Rhône-Alpes;0;3;
18;19;Auvergne;26;4;335.384615385
19;20;Languedoc;11;3;150.0
20;21;Provence Côte d'Azur;8;1;39.375
