;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;5;6;36.0
1;2;Champagne;0;1;
2;3;Picardie;4;3;70.0
3;4;Haute-Normandie;0;0;
4;5;Centre;0;2;
5;6;Basse-Normandie;0;0;
6;7;Bourgogne;0;0;
7;8;Nord;6;4;45.0
8;9;Lorraine;0;1;
9;10;Alsace;11;2;75.4545454545
10;11;Franche Comté;1;4;150.0
11;12;Pays de la Loire;0;1;
12;13;Bretagne;1;4;60.0
13;14;Poitou Charentes;0;1;
14;15;Aquitaine;4;3;75.0
15;16;Midi-Pyrénées;6;2;45.0
16;17;limousin;0;0;
17;18;Rhône-Alpes;5;3;30.0
18;19;Auvergne;0;4;
19;20;Languedoc;0;3;
20;21;Provence Côte d'Azur;0;1;
