;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;27;6;155.555555556
1;2;Champagne;20;1;240.0
2;3;Picardie;7;3;128.571428571
3;4;Haute-Normandie;0;0;
4;5;Centre;0;2;
5;6;Basse-Normandie;0;0;
6;7;Bourgogne;0;0;
7;8;Nord;4;4;300.0
8;9;Lorraine;0;1;
9;10;Alsace;9;2;174.444444444
10;11;Franche Comté;13;4;303.846153846
11;12;Pays de la Loire;0;1;
12;13;Bretagne;42;4;267.023809524
13;14;Poitou Charentes;0;1;
14;15;Aquitaine;17;3;360.0
15;16;Midi-Pyrénées;2;2;280.0
16;17;limousin;0;0;
17;18;Rhône-Alpes;2;3;215.0
18;19;Auvergne;40;4;212.5
19;20;Languedoc;0;3;
20;21;Provence Côte d'Azur;0;1;
