;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;42;6;
1;2;Champagne;7;1;
2;3;Picardie;21;3;
3;4;Haute-Normandie;0;0;
4;5;Centre;14;2;
5;6;Basse-Normandie;0;0;
6;7;Bourgogne;0;0;
7;8;Nord;28;4;
8;9;Lorraine;7;1;
9;10;Alsace;14;2;
10;11;Franche Comté;28;4;
11;12;Pays de la Loire;7;1;
12;13;Bretagne;28;4;
13;14;Poitou Charentes;7;1;
14;15;Aquitaine;21;3;
15;16;Midi-Pyrénées;14;2;
16;17;limousin;0;0;
17;18;Rhône-Alpes;21;3;
18;19;Auvergne;28;4;
19;20;Languedoc;21;3;
20;21;Provence Côte d'Azur;7;1;
