;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;26;26;37.1052631579
1;2;Champagne;2;2;22.5
2;3;Picardie;2;2;240.0
3;4;Haute-Normandie;3;3;26.6666666667
4;5;Centre;6;6;41.25
5;6;Basse-Normandie;3;3;43.3333333333
6;7;Bourgogne;0;0;
7;8;Nord;10;10;32.1428571429
8;9;Lorraine;7;7;52.8571428571
9;10;Alsace;13;13;30.9090909091
10;11;Franche Comté;6;6;40.0
11;12;Pays de la Loire;13;13;38.5
12;13;Bretagne;7;7;29.1666666667
13;14;Poitou Charentes;4;4;61.25
14;15;Aquitaine;6;6;39.1666666667
15;16;Midi-Pyrénées;6;6;40.8333333333
16;17;limousin;4;4;28.3333333333
17;18;Rhône-Alpes;16;16;31.1666666667
18;19;Auvergne;7;7;36.4285714286
19;20;Languedoc;7;7;32.1428571429
20;21;Provence Côte d'Azur;5;5;51.25
