;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;8;8;45.375
1;2;Champagne;2;2;22.5
2;3;Picardie;4;4;35.0
3;4;Haute-Normandie;5;5;37.5
4;5;Centre;4;4;41.25
5;6;Basse-Normandie;2;2;30.0
6;7;Bourgogne;0;0;
7;8;Nord;6;6;25.0
8;9;Lorraine;7;7;41.6666666667
9;10;Alsace;0;0;
10;11;Franche Comté;6;6;30.0
11;12;Pays de la Loire;3;3;31.6666666667
12;13;Bretagne;3;3;55.0
13;14;Poitou Charentes;8;8;40.7142857143
14;15;Aquitaine;5;5;26.25
15;16;Midi-Pyrénées;3;3;41.6666666667
16;17;limousin;1;1;45.0
17;18;Rhône-Alpes;13;13;30.75
18;19;Auvergne;4;4;37.5
19;20;Languedoc;7;7;31.4285714286
20;21;Provence Côte d'Azur;5;5;35.0
