;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;42;6;49.2647058824
1;2;Champagne;14;2;31.4285714286
2;3;Picardie;0;0;
3;4;Haute-Normandie;0;0;
4;5;Centre;28;4;33.8
5;6;Basse-Normandie;14;2;28.75
6;7;Bourgogne;14;2;43.4285714286
7;8;Nord;42;6;37.5
8;9;Lorraine;14;2;48.8461538462
9;10;Alsace;14;2;32.0
10;11;Franche Comté;49;7;37.0
11;12;Pays de la Loire;7;1;30.0
12;13;Bretagne;7;1;11.6666666667
13;14;Poitou Charentes;35;5;43.3823529412
14;15;Aquitaine;7;1;30.0
15;16;Midi-Pyrénées;21;3;42.619047619
16;17;limousin;0;0;
17;18;Rhône-Alpes;14;2;50.0
18;19;Auvergne;7;1;31.4285714286
19;20;Languedoc;28;4;36.0
20;21;Provence Côte d'Azur;28;4;25.8695652174
