;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;15;15;37.4615384615
1;2;Champagne;4;4;60.0
2;3;Picardie;6;6;46.0
3;4;Haute-Normandie;2;2;30.0
4;5;Centre;7;7;34.8571428571
5;6;Basse-Normandie;5;5;58.0
6;7;Bourgogne;0;0;
7;8;Nord;7;7;25.7142857143
8;9;Lorraine;5;5;30.0
9;10;Alsace;0;0;
10;11;Franche Comté;6;6;34.1666666667
11;12;Pays de la Loire;3;3;45.0
12;13;Bretagne;8;8;34.375
13;14;Poitou Charentes;3;3;28.3333333333
14;15;Aquitaine;5;5;36.25
15;16;Midi-Pyrénées;2;2;30.0
16;17;limousin;0;0;
17;18;Rhône-Alpes;8;8;32.8571428571
18;19;Auvergne;1;1;
19;20;Languedoc;8;8;40.4285714286
20;21;Provence Côte d'Azur;5;5;30.0
