;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;14;14;38.4615384615
1;2;Champagne;3;3;30.0
2;3;Picardie;7;7;41.0
3;4;Haute-Normandie;5;5;32.5
4;5;Centre;6;6;40.0
5;6;Basse-Normandie;2;2;22.5
6;7;Bourgogne;0;0;
7;8;Nord;10;10;23.8888888889
8;9;Lorraine;8;8;42.8571428571
9;10;Alsace;2;2;22.5
10;11;Franche Comté;10;10;33.75
11;12;Pays de la Loire;4;4;33.75
12;13;Bretagne;7;7;88.5714285714
13;14;Poitou Charentes;9;9;32.5
14;15;Aquitaine;8;8;42.1428571429
15;16;Midi-Pyrénées;5;5;28.0
16;17;limousin;1;1;45.0
17;18;Rhône-Alpes;16;16;32.0
18;19;Auvergne;8;8;46.25
19;20;Languedoc;10;10;27.5
20;21;Provence Côte d'Azur;6;6;33.6666666667
