;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;6;6;28.3333333333
1;2;Champagne;1;1;30.0
2;3;Picardie;3;3;50.6666666667
3;4;Haute-Normandie;0;0;
4;5;Centre;2;2;42.5
5;6;Basse-Normandie;0;0;
6;7;Bourgogne;0;0;
7;8;Nord;4;4;27.5
8;9;Lorraine;1;1;15.0
9;10;Alsace;2;2;37.5
10;11;Franche Comté;4;4;27.5
11;12;Pays de la Loire;1;1;45.0
12;13;Bretagne;4;4;58.75
13;14;Poitou Charentes;1;1;20.0
14;15;Aquitaine;3;3;35.0
15;16;Midi-Pyrénées;2;2;40.0
16;17;limousin;0;0;
17;18;Rhône-Alpes;3;3;43.3333333333
18;19;Auvergne;4;4;46.25
19;20;Languedoc;3;3;24.0
20;21;Provence Côte d'Azur;1;1;
