;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;105;15;
1;2;Champagne;28;4;
2;3;Picardie;42;6;
3;4;Haute-Normandie;14;2;
4;5;Centre;49;7;
5;6;Basse-Normandie;35;5;
6;7;Bourgogne;0;0;
7;8;Nord;49;7;
8;9;Lorraine;35;5;
9;10;Alsace;0;0;
10;11;Franche Comté;42;6;
11;12;Pays de la Loire;21;3;
12;13;Bretagne;56;8;
13;14;Poitou Charentes;21;3;
14;15;Aquitaine;35;5;
15;16;Midi-Pyrénées;14;2;
16;17;limousin;0;0;
17;18;Rhône-Alpes;56;8;
18;19;Auvergne;7;1;
19;20;Languedoc;56;8;
20;21;Provence Côte d'Azur;35;5;
