;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;14;14;28.9285714286
1;2;Champagne;3;3;22.5
2;3;Picardie;7;7;37.8333333333
3;4;Haute-Normandie;5;5;36.25
4;5;Centre;6;6;34.1666666667
5;6;Basse-Normandie;2;2;15.0
6;7;Bourgogne;0;0;
7;8;Nord;10;10;23.2857142857
8;9;Lorraine;8;8;32.1428571429
9;10;Alsace;2;2;27.5
10;11;Franche Comté;10;10;28.75
11;12;Pays de la Loire;4;4;35.0
12;13;Bretagne;7;7;56.4285714286
13;14;Poitou Charentes;9;9;35.0
14;15;Aquitaine;8;8;39.0
15;16;Midi-Pyrénées;5;5;26.6666666667
16;17;limousin;1;1;45.0
17;18;Rhône-Alpes;16;16;33.2307692308
18;19;Auvergne;8;8;30.625
19;20;Languedoc;10;10;26.875
20;21;Provence Côte d'Azur;6;6;30.4
