;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;8;8;44.625
1;2;Champagne;2;2;22.5
2;3;Picardie;4;4;51.6666666667
3;4;Haute-Normandie;5;5;37.5
4;5;Centre;4;4;37.5
5;6;Basse-Normandie;2;2;22.5
6;7;Bourgogne;0;0;
7;8;Nord;6;6;28.75
8;9;Lorraine;7;7;40.8333333333
9;10;Alsace;0;0;
10;11;Franche Comté;6;6;62.5
11;12;Pays de la Loire;3;3;38.3333333333
12;13;Bretagne;3;3;27.5
13;14;Poitou Charentes;8;8;38.75
14;15;Aquitaine;5;5;31.25
15;16;Midi-Pyrénées;3;3;42.5
16;17;limousin;1;1;30.0
17;18;Rhône-Alpes;13;13;32.3333333333
18;19;Auvergne;4;4;41.25
19;20;Languedoc;7;7;30.0
20;21;Provence Côte d'Azur;5;5;42.0
