;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;15;15;36.8181818182
1;2;Champagne;3;3;123.333333333
2;3;Picardie;10;10;34.4444444444
3;4;Haute-Normandie;8;8;46.4285714286
4;5;Centre;5;5;47.0
5;6;Basse-Normandie;3;3;30.0
6;7;Bourgogne;3;3;50.0
7;8;Nord;11;11;43.0
8;9;Lorraine;9;9;41.875
9;10;Alsace;3;3;30.0
10;11;Franche Comté;1;1;20.0
11;12;Pays de la Loire;10;10;37.8571428571
12;13;Bretagne;8;8;33.75
13;14;Poitou Charentes;4;4;31.6666666667
14;15;Aquitaine;14;14;40.0833333333
15;16;Midi-Pyrénées;9;9;55.0
16;17;limousin;2;2;30.0
17;18;Rhône-Alpes;16;16;32.6666666667
18;19;Auvergne;3;3;27.5
19;20;Languedoc;9;9;36.4444444444
20;21;Provence Côte d'Azur;8;8;28.3333333333
