;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;42;6;25.0
1;2;Champagne;14;2;19.5
2;3;Picardie;0;0;
3;4;Haute-Normandie;0;0;
4;5;Centre;28;4;20.5263157895
5;6;Basse-Normandie;14;2;10.9090909091
6;7;Bourgogne;14;2;18.9166666667
7;8;Nord;42;6;21.3548387097
8;9;Lorraine;14;2;18.2142857143
9;10;Alsace;14;2;25.625
10;11;Franche Comté;49;7;26.75
11;12;Pays de la Loire;7;1;22.8571428571
12;13;Bretagne;7;1;7.0
13;14;Poitou Charentes;35;5;22.8
14;15;Aquitaine;7;1;
15;16;Midi-Pyrénées;21;3;25.2380952381
16;17;limousin;0;0;
17;18;Rhône-Alpes;14;2;11.7857142857
18;19;Auvergne;7;1;15.0
19;20;Languedoc;28;4;16.5
20;21;Provence Côte d'Azur;28;4;22.5185185185
