;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;42;6;39.375
1;2;Champagne;14;2;29.0
2;3;Picardie;0;0;
3;4;Haute-Normandie;0;0;
4;5;Centre;28;4;34.3181818182
5;6;Basse-Normandie;14;2;28.0714285714
6;7;Bourgogne;14;2;31.0
7;8;Nord;42;6;35.5142857143
8;9;Lorraine;14;2;28.8461538462
9;10;Alsace;14;2;42.2222222222
10;11;Franche Comté;49;7;43.125
11;12;Pays de la Loire;7;1;18.0
12;13;Bretagne;7;1;15.0
13;14;Poitou Charentes;35;5;37.0689655172
14;15;Aquitaine;7;1;49.2857142857
15;16;Midi-Pyrénées;21;3;48.3333333333
16;17;limousin;0;0;
17;18;Rhône-Alpes;14;2;35.7692307692
18;19;Auvergne;7;1;42.8571428571
19;20;Languedoc;28;4;29.5
20;21;Provence Côte d'Azur;28;4;24.2857142857
